Sample	Region	State	Typo	Latitude	Longitude	Temp	Cond	Sal	OD	pH	Clorof	NO2	NO3	PO4	SO4	NH4	NID	Ptotal	NPratio	Trophic	Bacteria	HighDNA	LowDNA	%High	%Low
94	Amazonas	PA	River	S0132276 	W05452567 	28.71	61	0.03	6.61	7.22	8.5	0.03	86.41	2.32	0.165	0.00	86.44	16.61	37.25	Oligotrophic	534382.90	292419.83	211000.97	55	39
96	Amazonas	PA	River	S0130540 	W05611170 	31.31	70	0.03	8.09	6.44	7.9	0.00	79.64	0.83	63.60	0.00	79.64	15.97	95.89	Oligotrophic	1872421.45	786042.53	765820.37	42	41
100	Amazonas	PA	River	S0143529 	W05423099 	29.19	93	0.04	6.33	7.65	8	0.00	105.16	1.16	0.188	0.00	105.16	19.48	90.64	Oligotrophic	329517.49	247671.89	85404.10	75	26
103	Amazonas	PA	River	S0149479 	W05106700 	30.26	79	0.04	7.90	6.91	6.5	0.18	24.28	1.35	0.087	0.95	25.41	16.13	18.77	Oligotrophic	1900618.21	1198730.16	630910.61	63	33
106	Amazonas	PA	River	S0144618 	W05215126 	30.11	77	0.03	6.05	7.02	12.2	5.62	32.10	4.86	58.78	0.53	38.25	18.20	7.86	Oligotrophic	101012.39	55374.26	31277.33	55	31
107	Amazonas	PA	River	S0144966 	W05552941 	31.12	71	0.03	7.91	6.61	6.7	0.00	41.89	0.83	111.20	0.00	41.89	18.68	50.45	Oligotrophic	2241641.34	1155790.27	855410.33	52	38
121	Amazonas	PA	River	S0153696 	W05505800 	28.93	61	0.03	8.00	6.58	3.5	0.56	92.56	2.13	0.392	0.00	93.12	19.96	43.78	Oligotrophic	2770485.63	1536689.79	1092289.40	55	39
134	Amazonas	PA	River	S0201222 	W05058906 	30.45	84	0.04	7.82	7.27	21.1	0.00	12.96	0.77	0.091	0.00	12.96	19.48	16.75	Oligotrophic	2469390.56	1381562.23	1005785.41	56	41
136	Amazonas	PA	River	S0106148 	W05801577 	27.58	71	0.03	6.50	6.12	4.8	0.00	56.80	0.00	0.071	3.79	60.59	17.41	NA	Oligotrophic	620461.58	306581.01	257168.69	49	41
144	Amazonas	PA	River	S0216279 	W05503089 	30.11	68	0.03	7.84	6.68	9.6	0.03	0.84	0.00	0.110	0.00	0.87	6.71	NA	Oligotrophic	3234174.31	1602201.83	1503417.43	50	46
146	Amazonas	PA	River	S0225103 	W05444785 	30.65	51	0.02	5.75	7.64	6.9	0.00	20.07	3.89	67.74	0.53	20.60	13.41	5.29	Oligotrophic	499794.56	257954.08	179024.77	52	36
147	Amazonas	PA	River	S0229081 	W05405584 	29.12	79	0.04	6.52	6.6	15.4	0.00	60.50	0.00	0.373	0.00	60.50	17.09	NA	Oligotrophic	436223.40	290292.55	120039.89	67	28
152	Amazonas	PA	River	S0233049 	W05520162 	30.83	45	0.02	5.96	5.23	2.6	0.00	17.28	0.00	0.075	0.95	18.23	10.70	NA	Oligotrophic	243675.55	195587.77	41614.42	80	17
155	Amazonas	PA	River	S0231168 	W05203527 	30.67	74	0.03	6.37	7.32	1.3	0.00	3.23	1.95	29.87	0.00	3.23	20.60	1.66	Oligotrophic	95637.72	97031.35	55164.44	101	58
164	Amazonas	PA	River	S0245999 	W05030940 	30.76	82	0.04	6.44	7.16	17.8	0.03	82.17	0.77	0.088	0.00	82.20	22.04	106.28	Oligotrophic	382059.45	268067.94	102717.62	70	27
175	Amazonas	PA	River	S0306792 	W05514455 	31.47	49	0.02	7.77	7.1	8.1	0.00	13.39	1.95	53.62	0.00	13.39	13.73	6.88	Oligotrophic	402616.29	202036.32	146959.58	50	37
193	Amazonas	PA	River	S0312515 	W05427595 	29.39	71	0.03	8.36	6.44	7.2	0.00	137.88	0.00	0.609	0.00	137.88	24.43	NA	Oligotrophic	51278.57	42089.93	8892.24	82	17
196	Amazonas	PA	River	S0315604 	W05510945 	31.08	50	0.02	7.98	7.16	8.3	0.00	14.73	2.92	59.45	0.00	14.73	15.17	5.05	Oligotrophic	392094.71	225166.05	116752.77	57	30
216	Amazonas	PA	River	S0404035 	W05237066 	29.44	73	0.03	6.53	7.69	17	0.00	10.18	6.81	20.23	0.00	10.18	22.03	1.50	Oligotrophic	564929.24	334683.78	167978.71	59	30
221	Amazonas	PA	River	S0343296 	W05227576 	30.04	74	0.03	6.28	7.56	9.7	0.00	11.52	1.95	20.01	0.53	12.05	18.04	6.19	Oligotrophic	493216.65	266110.16	163068.54	54	33
242	Amazonas	PA	River	S0414356 	W05555523 	31.46	37	0.02	5.68	7.28	0.3	0.00	2.70	1.95	34.80	0.00	2.70	18.84	1.39	Oligotrophic	405428.57	242428.57	119428.57	60	29
257	Amazonas	PA	River	S0443542 	W05625136 	30.12	43	0.02	6.35	7.42	NA	0.00	6.44	0.97	25.83	0.00	6.44	13.89	6.62	Oligotrophic	310970.95	202011.17	76132.96	65	24
258	Amazonas	PA	River	S0449628 	W05439138 	31.52	49	0.02	5.96	7.52	9	0.00	0.89	0.00	0.059	0.00	0.89	23.47	NA	Oligotrophic	480650.74	433509.06	37907.74	90	8
270	Amazonas	PA	River	S0447614 	W05626735 	30.7	54	0.02	7.00	7.53	2.2	0.00	21.04	0.00	0.077	0.00	21.04	23.95	NA	Oligotrophic	200093.69	160959.34	3537.57	80	2
287	Amazonas	PA	River	S0515865 	W05658834 	31.36	43	0.02	5.82	7.46	13.7	0.00	1.63	0.97	25.16	0.00	1.63	15.17	1.68	Oligotrophic	266758.54	145295.39	87475.13	54	33
294	Amazonas	PA	River	S0522874 	W05604580 	29.62	59	0.03	6.27	7.64	10.1	0.00	21.46	0.00	0.081	0.00	21.46	19.32	NA	Oligotrophic	135811.32	121958.07	9895.18	90	7
296	Amazonas	PA	River	S0525587 	W05422404 	32.22	51	0.02	4.88	7.49	13.9	0.00	1.38	0.00	0.054	0.00	1.38	21.56	NA	Oligotrophic	445590.48	407942.86	27252.38	92	6
308	Amazonas	PA	River	S0533471 	W05706933 	30.81	44	0.02	5.86	7.3	7.1	0.00	7.78	0.97	33.45	0.53	8.31	15.65	8.54	Oligotrophic	165446.97	106279.58	38521.15	64	23
311	Amazonas	PA	River	S0540422 	W05430641 	30.86	47	0.02	4.83	7.41	13.3	0.21	98.85	1.35	0.065	0.00	99.05	22.84	73.18	Oligotrophic	253982.50	155105.89	87196.13	61	34
320	Amazonas	PA	River	S0552145 	W05709721 	29.89	52	0.02	6.04	7.23	19.7	0.62	144.42	0.00	0.131	3.79	148.83	14.20	NA	Oligotrophic	105365.47	69466.61	36365.07	66	35
327	Amazonas	PA	River	S0608565 	W05405582 	30.45	50	0.02	5.13	7.42	12.8	0.00	0.38	0.58	0.054	0.00	0.38	22.04	0.66	Oligotrophic	602896.17	549469.16	50202.97	91	8
328	Amazonas	PA	River	S0612108 	W05741109 	30.45	44	0.02	5.56	7.29	3.1	0.00	6.98	0.00	21.58	0.00	6.98	14.21	NA	Oligotrophic	319122.24	185570.66	101612.40	58	32
330	Amazonas	PA	River	S0610896 	W05548084 	28.82	61	0.03	6.69	7.45	12	0.29	65.96	2.90	0.082	0.00	66.25	20.92	22.84	Oligotrophic	216486.64	180350.78	24638.08	83	11
342	Amazonas	PA	River	S0625919 	W05546521 	28.16	57	0.03	5.99	7.25	13.2	0.12	153.87	0.00	0.096	0.00	153.98	23.00	NA	Oligotrophic	231031.58	167435.79	49684.21	72	22
354	Amazonas	AM	River	S0628372 	W05815833 	29.08	44	0.02	5.96	7.22	3.7	0.00	26.76	0.97	28.75	0.00	26.76	9.74	27.50	Oligotrophic	360425.28	229470.76	97047.84	64	27
359	Amazonas	PA	River	S0423105 	W05607490 	31.72	44	0.02	5.99	7.46	9.4	0.00	6.98	0.00	30.76	0.00	6.98	13.25	NA	Oligotrophic	175916.90	117225.76	42727.15	67	24
368	Amazonas	PA	River	S0640903 	W05606464 	27.86	58	0.03	5.88	7.2	17	0.15	198.08	0.00	0.100	0.00	198.22	21.72	NA	Oligotrophic	82478.56	62238.42	14168.10	75	17
624	Amazonas	MT	River	S1411217 	W05323931 	23.99	56	0.02	0.00	7.41	7.6	0.06	8.01	0.00	0.049	3.79	11.86	23.15	NA	Oligotrophic	90258.72	76985.38	10353.21	85	11
1008	Amazonas	PA	River	S0158353 	W05654100 	29.08	45	0.02	6.14	5.96	11.9	0.18	25.82	1.16	0.186	26.56	52.55	18.04	45.29	Oligotrophic	208627.09	159854.33	33947.56	77	16
2194	Amazonas	PA	River	N0001142 	W05656390 	28.35	69	0.03	6.42	7	9.6	0.29	79.06	0.00	36.14	0.53	79.89	19.80	NA	Oligotrophic	1107981.22	457817.84	458925.82	41	41
578	Costeira_do_Leste	BA	Reservoir	S1218858 	W03859715 	27.92	1391	0.69	7.95	7.53	9.2	0.00	266.01	0.97	5.053	0.00	266.01	158.22	275.15	Eutrophic	1608028.80	977137.71	503969.40	61	31
584	Costeira_do_Leste	BA	Reservoir	S1234646 	W03900608 	27.24	1	0.47	8.83	7.52	15.4	0.00	307.89	2.51	3.492	0.00	307.89	89.25	122.48	Eutrophic	1244430.58	811825.27	350379.62	65	28
2139	Costeira_do_Leste	BA	Reservoir	S1232957 	W03914447 	27.26	0	0.22	8.58	7.3	13.3	0.00	160.64	0.77	1.241	0.00	160.64	57.47	207.69	Eutrophic	764866.13	523212.78	195650.54	68	26
2140	Costeira_do_Leste	BA	Reservoir	S1351692 	W04016152 	26.86	1	0.29	8.79	7.67	3.9	0.00	474.49	1.35	2.557	0.00	474.49	53.48	350.56	Eutrophic	661485.20	477666.11	125181.46	72	19
528	Costeira_do_Leste	SE	River	S1045454 	W03709460 	28.68	8387	4.64	8.94	8.45	72.4	0.00	2.72	0.00	30.884	0.00	2.72	87.81	NA	Eutrophic	1645113.48	1319916.63	259610.93	80	16
536	Costeira_do_Leste	SE	River	S1101687 	W03716859 	29.52	6528	3.54	8.91	8.31	31.8	0.00	469.76	0.00	43.108	0.00	469.76	62.74	NA	Eutrophic	629957.67	493851.85	110507.94	78	18
589	Costeira_do_Leste	BA	River	S1239362 	W03856715 	28.11	6705	3.65	9.1	8.56	34.9	0.00	3.00	1.93	34.974	0.00	3.00	84.46	1.55	Eutrophic	2336877.86	1438967.99	783069.89	62	34
623	Costeira_do_Leste	BA	River	S1402319 	W03959993 	25.62	1	0.33	8.92	7.71	11.1	0.00	1199.63	7.54	3.059	0.00	1199.63	133.63	159.08	Eutrophic	2081043.86	1263324.56	616394.74	61	30
629	Costeira_do_Leste	BA	River	S1418683 	W03917432 	25.43	0	0.15	9.09	7.82	12.9	0.00	129.94	8.12	0.791	0.00	129.94	69.45	16.00	Eutrophic	1969917.36	1228760.33	551316.80	62	28
647	Costeira_do_Leste	BA	River	S1535845 	W03910730 	24.39	0	0.24	9.78	7.86	10.1	0.00	442.77	0.00	6.321	0.00	442.77	101.86	NA	Eutrophic	1957239.67	1251190.08	551966.94	64	28
650	Costeira_do_Leste	BA	River	S1540747 	W03858141 	24.84	1	0.26	9.5	7.43	11.9	0.00	201.75	0.00	3.581	0.00	201.75	87.65	NA	Eutrophic	2001732.55	1260386.88	548814.13	63	27
2143	Costeira_do_Leste	BA	River	S1442277 	W03904474 	24.86	0	0.12	8.75	7.21	10.6	0.00	160.52	9.67	0.855	0.00	160.52	78.71	16.60	Eutrophic	2263927.20	1360842.91	747107.28	60	33
2145	Costeira_do_Leste	BA	River	S1542637 	W03859792 	24.46	0	0.16	9.29	7.23	7.7	0.00	109.03	1.35	3.384	6.64	115.67	80.46	85.46	Eutrophic	3515525.93	2090785.19	1127555.56	59	32
674	Costeira_do_Leste	MG	River	S1649260 	W04202831 	27.35	56	0.02	7.72	6.91	143.1	0.00	193.85	4.47	160.96	0.00	193.85	89.69	43.37	Eutrophic	1827654.72	1010879.48	672638.44	55	37
676	Costeira_do_Leste	MG	River	S1653570 	W04206754 	27.01	56	0.02	7.67	7.28	160.8	0.00	174.76	3.58	163.27	0.00	174.76	96.23	48.88	Eutrophic	3089454.55	1384643.36	1483664.34	45	48
680	Costeira_do_Leste	BA	River	S1708142 	W03926326 	26.84	112	0.05	6.73	8.05	9.9	0.00	11.81	0.00	924.29	0.00	11.81	104.52	NA	Eutrophic	6072997.81	3240481.40	2538161.93	53	42
685	Costeira_do_Leste	BA	River	S1718881 	W03917743 	30	96	0.04	4.86	7.65	249.5	0.00	0.02	0.00	1392.25	0.00	0.02	61.62	NA	Eutrophic	5360901.96	2461803.92	2519647.06	46	47
687	Costeira_do_Leste	BA	River	S1729899 	W03940627 	29.79	182	0.08	7.32	8.54	16.8	0.00	161.98	0.00	913.56	0.00	161.98	83.63	NA	Eutrophic	4721979.87	2423355.70	2063020.13	51	44
691	Costeira_do_Leste	BA	River	S1732234 	W03913000 	30.73	275	0.13	4.44	7.85	5.4	0.00	96.72	27.26	2291.04	17.85	114.58	87.61	4.20	Eutrophic	9972638.89	6465416.67	3240902.78	65	32
700	Costeira_do_Leste	BA	River	S1802071 	W03957215 	28.78	250	0.12	7.72	8.75	15.4	0.00	259.29	0.00	1502.14	17.85	277.15	59.54	NA	Eutrophic	2712467.53	1304512.99	1270032.47	48	47
2106	Costeira_do_Leste	MG	River	S1644736 	W04201021 	26.72	117	0.05	7.92	6.67	61.7	0.24	69.63	2.23	210.80	17.85	87.72	59.38	39.25	Eutrophic	5585592.11	3217828.95	2134868.42	58	38
2107	Costeira_do_Leste	MG	River	S1626060 	W04059385 	28.15	141	0.07	7.69	6.82	193.1	0.00	71.72	1.34	275.64	139.31	211.03	132.75	157.38	Eutrophic	4394650.21	2029794.24	2024938.27	46	46
2108	Costeira_do_Leste	BA	River	S1655100	W03909200	NA	NA	NA	NA	NA	NA	0.40	59.32	0.45	315.25	NA	59.72	68.16	133.62	Eutrophic	19230810.81	11807972.97	6777027.03	61	35
565	Costeira_do_Leste	BA	River	S1203101 	W03915250 	27.56	14959	8.66	8.66	8.64	19.7	0.00	28.32	290.04	49.590	0.00	28.32	312.12	0.10	Hypereutrophic	2942219.78	2249780.22	602967.03	76	20
664	Costeira_do_Leste	MG	River	S1609726 	W04039697 	28.24	60	0.03	7.74	6.93	4.1	0.00	252.62	0.00	436.36	0.00	252.62	221.11	NA	Hypereutrophic	1574846.15	978492.31	506492.31	62	32
2142	Costeira_do_Leste	BA	Lake	S1436489 	W03908759 	26.52	0	0.08	8.95	7.56	17.3	0.00	17.91	0.97	0.399	0.00	17.91	35.92	18.52	Mesotrophic	2332015.81	1511146.25	731320.16	65	31
2138	Costeira_do_Leste	SE	Reservoir	S1047337 	W03726983 	27.87	1	0.37	8.38	8.05	7.5	0.00	23.51	0.00	1.827	0.00	23.51	34.80	NA	Mesotrophic	1436222.01	953651.41	396971.76	66	28
595	Costeira_do_Leste	BA	River	S1233095 	W03945587 	27.78	0	0.12	9.06	8.37	11.9	0.00	125.79	0.00	0.540	0.00	125.79	50.77	NA	Mesotrophic	2530017.15	1470445.97	876397.94	58	35
605	Costeira_do_Leste	BA	River	S1312398 	W03856082 	26.98	4467	2.37	8.24	7.16	11	0.00	16.74	0.77	22.902	0.00	16.74	41.19	21.64	Mesotrophic	909965.84	677996.20	201518.03	75	22
639	Costeira_do_Leste	BA	River	S1524809 	W04011689 	24.71	1	0.28	8.83	7.88	9.4	0.00	510.45	0.00	3.456	0.00	510.45	48.37	NA	Mesotrophic	2624555.16	1473950.18	872402.14	56	33
653	Costeira_do_Leste	BA	River	S1548017 	W03900609 	25.62	0	0.1	9.23	7.6	9.7	0.00	217.68	2.71	1.028	0.00	217.68	47.26	80.41	Mesotrophic	3118393.23	1677695.56	1052769.56	54	34
2141	Costeira_do_Leste	BA	River	S1419004 	W03933291 	26.15	0	0.18	9.42	8.33	0.7	0.00	38.56	5.22	0.836	0.00	38.56	40.87	7.39	Mesotrophic	1004084.41	580762.42	304438.39	58	30
2144	Costeira_do_Leste	BA	River	S1523565 	W03858856 	24.36	34208	21.47	5.89	7.7	11.3	0.00	346.95	0.00	0.866	0.000	346.95	44.86	NA	Mesotrophic	542061.74	239424.70	229488.31	44	42
671	Costeira_do_Leste	BA	River	S1626973 	W03906758 	30.01	111	0.05	6.43	6.31	13.4	0.00	41.77	0.00	1174.11	0.00	41.77	48.54	NA	Mesotrophic	3751845.64	2169932.89	1401744.97	58	37
694	Costeira_do_Leste	MG	River	S1750234 	W04023326 	29.96	141	0.06	8.02	8.68	19.6	0.00	177.44	0.00	643.61	0.00	177.44	50.13	NA	Mesotrophic	21852180.45	15002857.14	6405714.29	69	29
695	Costeira_do_Leste	MG	River	S1751816 	W04016307 	31.56	152	0.07	7.46	8.52	15.4	0.00	181.25	0.00	663.08	0.00	181.25	50.29	NA	Mesotrophic	10739325.84	6266816.48	4220599.25	58	39
2110	Costeira_do_Leste	BA	River	S1803755 	W03955832 	28.89	264	0.12	7.51	8.3	15.7	0.00	218.46	2.68	2430.48	NA	218.46	47.58	81.46	Mesotrophic	3330507.25	1677367.15	1443647.34	50	43
2111	Costeira_do_Leste	BA	River	S1820062 	W03951226 	30.72	204	0.09	5.77	8.52	10.2	0.00	15.63	0.00	1020.65	NA	15.63	37.69	NA	Mesotrophic	2440240.00	1295640.00	1040760.00	53	43
501	Costeira_do_Leste	BA	River	S0954502 	W03910183 	27.05	1672	0.84	8.24	8.09	0	0.00	61.24	1.93	5.880	0.00	61.24	15.33	31.67	Oligotrophic	1903682.95	1197950.36	613146.52	63	32
659	Costeira_do_Leste	BA	River	S1557349 	W03930695 	26.26	0	0.1	8.54	7.56	12.1	0.00	239.04	0.00	1.041	0.00	239.04	19.64	NA	Oligotrophic	2102637.21	1150563.08	694711.33	55	33
660	Costeira_do_Leste	BA	River	S1559983 	W03953698 	36.36	95	0.04	6.73	6.84	688.3	0.00	188.12	7.78	2371.07	0.00	188.12	22.38	24.18	Oligotrophic	1751241.03	1038400.00	653538.46	59	37
2109	Costeira_do_Leste	BA	River	S1700000	W03910300	NA	NA	NA	NA	NA	NA	0.00	2.27	0.00	52804.57	17.85	20.12	25.89	NA	Oligotrophic	6434339.62	4092150.94	2124000.00	64	33
956	Costeira_do_Sul	SC	Lake	S2822215	W04849176	26.08	NA	NA	9.17	8.21	3.6	0.00	3.80	0.00	594411.43	NA	3.80	62.41	NA	Eutrophic	2104208.86	1557151.90	537721.52	74	26
960	Costeira_do_Sul	SC	Lake	S2836155	W04853417	25.8	NA	NA	9.4	7.63	1.9	0.00	381.61	0.00	379192.37	NA	381.61	60.82	NA	Eutrophic	4177270.03	3165341.25	1006676.56	76	24
970	Costeira_do_Sul	RS	Lake	S2930153	W04955160	26.75	NA	NA	9.41	7.86	90.4	0.00	171.90	0.00	1576.73	17.85	189.76	112.65	NA	Eutrophic	465103.35	291004.99	162323.59	63	35
975	Costeira_do_Sul	RS	Lake	S2944233	W05004537	26.35	NA	NA	9.34	7.56	48.7	0.00	372.06	34.42	1328.23	66.44	438.50	99.42	12.74	Eutrophic	410276.92	283200.00	117636.92	69	29
993	Costeira_do_Sul	RS	Lake	S3054155	W05055735	27.23	438	0.21	9.11	8.01	401	0.00	478.35	0.00	998.05	NA	478.35	56.99	NA	Eutrophic	3300020.15	900312.37	2300186.56	10	70
996	Costeira_do_Sul	RS	Lake	S3105436	W05107508	27.1	442	0.21	8.94	7.7	43.8	1.62	585.97	20.11	1363.37	NA	587.58	70.55	29.21	Eutrophic	1780035.40	700052.01	1000531.38	20	59
999	Costeira_do_Sul	RS	Lake	S3130512	W05126662	27.25	435	0.21	9.3	8.49	150.6	0.00	279.14	0.00	2158.54	NA	279.14	68.32	NA	Eutrophic	1586090.17	915000.53	500477.72	6	66
1002	Costeira_do_Sul	RS	Lake	S3222005	W05246176	23.96	392	0.19	9.16	7.79	20	0.00	39.48	0.45	1003.66	NA	39.48	94.63	88.32	Eutrophic	87189.17	3193.09	57209.58	4	66
1003	Costeira_do_Sul	RS	Lake	S3255711	W05259219	24.14	440	0.21	9.11	7.57	23.8	0.24	297.65	0.00	1284.99	NA	297.88	184.26	NA	Eutrophic	1518181.82	609090.91	870909.09	40	57
1004	Costeira_do_Sul	RS	Lake	S3248467	W05306802	24.35	419	0.2	9.38	7.68	73.1	0.00	1.12	0.45	860.43	NA	1.12	80.44	2.51	Eutrophic	58470.93	4786.54	33411.96	8	57
2081	Costeira_do_Sul	RS	Lake	S3013675	W05035765	28.58	437	0.21	8.94	7.96	13.2	0.00	0.36	0.89	1761.04	NA	0.36	59.70	0.40	Eutrophic	930186.80	606899.13	289489.41	65	31
2082	Costeira_do_Sul	RS	Lake	S3013112	W05032907	28.6	439	0.21	8.06	8.34	190.3	0.00	49.40	8.49	2131.15	NA	49.40	78.20	5.82	Eutrophic	1064502.45	660261.01	361892.33	62	34
2087	Costeira_do_Sul	RS	Lake	S3157130	W05243786	26.27	448	0.21	9	7.68	11.2	0.00	306.81	3.58	658.13	17.85	324.66	114.73	90.80	Eutrophic	1189407.74	634350.80	505330.30	53	42
2089	Costeira_do_Sul	RS	Lake	S3137592	W05205713	26.33	544	0.26	9.57	7.82	59	0.00	168.47	26.50	2901.41	NA	168.47	100.69	6.36	Eutrophic	200636.65	147500.00	48555.90	74	24
985	Costeira_do_Sul	RS	River	S2956441 	W05318929 	27.24	583	0.28	2.5	7.69	13.2	0.00	533.87	0.00	1315.52	NA	533.87	72.14	NA	Eutrophic	378725.57	283698.20	91798.28	75	24
929	Costeira_do_Sul	SC	River	S2652422	W04843458	28.6	2073	NA	7.35	7.08	57.4	0.00	404.47	0.00	21930.04	NA	404.47	79.80	NA	Eutrophic	938092.97	502097.74	423337.31	54	45
930	Costeira_do_Sul	SC	River	S2656684	W04845785	27.6	2320	NA	7.95	7.3	193.6	0.00	172.09	22.35	933.69	418.65	590.75	120.63	26.43	Eutrophic	1394629.20	665995.32	696393.44	48	50
931	Costeira_do_Sul	SC	River	S2657721	W04920817	27.54	476	NA	8.69	8	273	0.00	206.82	0.00	317.39	NA	206.82	87.45	NA	Eutrophic	925568.76	494170.91	415370.68	53	45
932	Costeira_do_Sul	SC	River	S2653532	W04900039	28.35	511	NA	8.3	7.6	226.5	0.00	846.81	18.77	1448.35	285.05	1131.86	102.61	60.29	Eutrophic	1016003.29	502664.47	493930.92	49	49
938	Costeira_do_Sul	SC	River	S2710416	W04933587	26.28	2250	NA	7.56	8.08	7.7	0.00	909.97	16.98	1769.79	175.74	1085.71	87.45	63.92	Eutrophic	914589.67	440437.69	463392.10	48	51
955	Costeira_do_Sul	SC	River	S2825432	W04859459	24.77	NA	NA	10.3	6.18	33.4	0.00	491.90	0.00	2298.30	NA	491.90	77.73	NA	Eutrophic	987194.43	552260.92	428955.03	56	43
964	Costeira_do_Sul	RS	River	S2909009	W05153859	23.4	NA	NA	9.6	7.34	189.6	0.03	1806.22	8.22	684.86	NA	1806.24	142.00	219.63	Eutrophic	611753.20	386230.25	232626.03	63	38
965	Costeira_do_Sul	RS	River	S2911153	W05145146	25.1	NA	NA	9.19	7.42	697	0.00	853.49	12.96	1451.98	NA	853.49	74.85	65.85	Eutrophic	516889.71	361895.91	157187.11	70	30
972	Costeira_do_Sul	RS	River	S2931658	W05158509	25.65	NA	NA	8.96	7.35	59.2	0.16	1171.76	22.35	754.50	42.14	1214.06	118.40	54.33	Eutrophic	446486.49	280648.65	158183.78	63	35
974	Costeira_do_Sul	RS	River	S2942307	W05058015	24.8	NA	NA	8.92	7.27	392	0.13	503.15	0.89	1093.75	90.73	594.01	75.33	664.50	Eutrophic	546617.65	282379.68	243729.95	52	45
977	Costeira_do_Sul	RS	River	S2943208	W05125845	24.15	NA	NA	8.67	7.14	192	2.18	1793.62	11.62	1799.49	248.62	2044.42	131.63	175.93	Eutrophic	969740.01	309778.06	623297.40	32	64
979	Costeira_do_Sul	RS	River	S2945673	W05155716	25.7	NA	NA	9.27	7.28	245	0.00	2031.19	2.73	1900.97	NA	2031.19	105.80	744.99	Eutrophic	359631.24	230795.37	116037.60	64	32
981	Costeira_do_Sul	RS	River	S2955978	W05114179	27.05	484	NA	5.08	NA	0	2.79	663.06	0.00	4633.49	4718.11	5383.95	159.86	NA	Eutrophic	1412554.74	713324.49	649117.45	50	46
982	Costeira_do_Sul	RS	River	S2955429	W05118903	27.4	458	NA	7.8	NA	0	10.30	1523.81	12.07	2522.38	285.05	1819.17	74.06	150.74	Eutrophic	615525.34	306304.08	284425.22	50	46
987	Costeira_do_Sul	RS	River	S3009065	W05119033	26.14	397	NA	9.1	NA	0	0.19	708.47	14.30	1297.21	442.94	1151.60	95.75	80.52	Eutrophic	36447.40	2612.72	23187.86	7	64
2080	Costeira_do_Sul	RS	River	S3009561	W05032310	27.41	438	0.21	4.64	7.13	10.2	0.00	141.75	2.68	1223.12	NA	141.75	100.69	52.86	Eutrophic	1775891.58	1127817.40	592524.96	64	33
2084	Costeira_do_Sul	RS	River	S3149523	W05223613	26.11	396	0.19	9.59	8.06	17.1	0.00	15.63	0.89	1106.13	NA	15.63	55.88	17.48	Eutrophic	1159437.00	741849.87	400187.67	64	35
2085	Costeira_do_Sul	RS	River	S3320157	W05327013	22.28	1170	0.58	9.81	7.8	0.4	0.00	0.17	0.45	847.56	NA	0.17	78.52	0.38	Eutrophic	1212615.99	764146.10	421678.18	63	35
2086	Costeira_do_Sul	RS	River	S3238386	W05312569	25.91	441	0.21	8.74	7.56	238	5.51	244.22	24.58	2156.07	NA	249.73	93.04	10.16	Eutrophic	676085.41	436725.98	225711.74	65	33
2088	Costeira_do_Sul	RS	River	S3143619	W05216289	27.48	471	0.22	7.97	7.3	120.3	0.00	162.55	2.23	1322.12	66.44	228.99	101.01	102.46	Eutrophic	351960.93	238482.34	103726.52	68	29
2097	Costeira_do_Sul	SC	River	S2634708	W04840302	25.9	508	NA	8.1	7.28	101.4	0.00	430.64	0.45	1517.16	66.44	497.08	77.09	1112.14	Eutrophic	1023876.92	491969.23	466553.85	48	46
2083	Costeira_do_Sul	RS	Lake	S3119627	W05102494	30.29	865	0.42	8.33	8.67	0.7	0.00	2.72	0.00	1022.108	NA	2.72	606.91	NA	Hypereutrophic	5347953.22	2424405.46	2847641.33	45	53
948	Costeira_do_Sul	SC	Lake	S2737047	W04828154	26.78	27840	NA	8.2	8.08	80.9	0.00	875.81	0.45	298.75	NA	875.81	34.34	1959.49	Mesotrophic	7059141.41	4821313.13	2184191.92	68	31
954	Costeira_do_Sul	SC	Lake	S2816133	W04843617	26.14	NA	NA	9.08	7.76	1.5	0.00	2.72	0.00	426.199	NA	2.72	46.47	NA	Mesotrophic	3944619.80	2932223.82	980229.56	74	25
966	Costeira_do_Sul	SC	Lake	S2918865	W04944717	25.83	NA	NA	9.59	7.12	186.8	0.00	0.36	0.89	26933.82	NA	0.36	42.00	0.40	Mesotrophic	5970447.76	3193631.84	2653532.34	53	44
1006	Costeira_do_Sul	RS	Lake	S3329890	W05307656	23.31	509	0.25	9.82	8.24	1.3	0.07	2.27	3.13	2247.98	NA	2.34	27.33	0.75	Mesotrophic	3325929.20	1733451.33	1498495.58	52	45
2096	Costeira_do_Sul	SC	Lake	S2756511	W04839220	26.5	NA	NA	8.78	7.48	77.5	0.00	204.70	0.00	92.353	NA	204.70	45.03	NA	Mesotrophic	4471944.99	3041571.71	1323732.81	68	30
962	Costeira_do_Sul	RS	River	S2849964 	W05303771 	26.23	523	0.25	3.36	7.56	377.4	0.00	1085.52	1.34	184.23	NA	1085.52	30.36	809.56	Mesotrophic	742384.11	442174.39	294348.79	60	40
983	Costeira_do_Sul	RS	River	S2955632 	W05306172 	25.49	604	0.29	2.51	7.88	12.3	0.64	723.73	0.89	205.85	NA	724.38	32.27	810.34	Mesotrophic	579951.34	313661.80	256240.88	54	44
